id,summary
79,"O Decreto nº 4.284, de 26 de junho de 2002, estabelece o Programa Brasileiro de Ecologia Molecular para o Uso Sustentável da Biodiversidade da Amazônia (PROBEM), no âmbito do Ministério do Meio Ambiente. O PROBEM visa incentivar a exploração econômica sustentável da biodiversidade na Amazônia, promover a implantação de bioindústrias na região, aumentar a competitividade das empresas de biotecnologia, estimular a capacitação tecnológica, avançar na pesquisa e desenvolvimento de biotecnologia, e promover a inserção das populações tradicionais no processo produtivo. Para coordenar o PROBEM, é criado o Conselho de Coordenação, composto pelos Secretários-Executivos dos Ministérios do Meio Ambiente, da Ciência e Tecnologia, e do Desenvolvimento, Indústria e Comércio Exterior. O Conselho tem atribuições como planejar estratégias, acompanhar e avaliar as atividades do programa, e articular a participação de órgãos governamentais e estaduais. Poderão ser constituídos grupos de trabalho temporários para demandas específicas, e a participação no Conselho é considerada serviço público relevante, sem remuneração. A Secretaria de Políticas para o Desenvolvimento Sustentável do Ministério do Meio Ambiente será a Secretaria-Executiva do Conselho, e o próprio Conselho elaborará seu regimento interno. O decreto entra em vigor na data de sua publicação."
80,"O Decreto nº 3.877, de 24 de julho de 2001, institui o Cadastramento Único para Programas Sociais do Governo Federal. Este decreto estabelece um formulário único a ser utilizado por todos os órgãos públicos federais para a concessão de programas focalizados do governo federal de caráter permanente, com exceção dos administrados pelo INSS e pela DATAPREV. O uso do formulário torna-se obrigatório a partir de 15 de setembro de 2001, sendo facultativo para programas de caráter emergencial. Os órgãos gestores dos programas de transferência de renda ficam responsáveis por articular a coleta de dados e informações junto aos municípios. Os dados coletados serão processados pela Caixa Econômica Federal, que atribuirá um número de identificação social aos beneficiários para garantir a unicidade e integração do cadastro. O decreto entra em vigor na data de sua publicação."
81,"O Decreto nº 5.577, de 8 de novembro de 2005, institui o Programa Nacional de Conservação e Uso Sustentável do Bioma Cerrado - Programa Cerrado Sustentável, no âmbito do Ministério do Meio Ambiente. Este programa tem como finalidade promover a conservação, a restauração, a recuperação e o manejo sustentável dos ecossistemas do bioma cerrado, além de valorizar e reconhecer suas populações tradicionais. O Ministério do Meio Ambiente é responsável pela supervisão e articulação institucional para a implementação do Programa Cerrado Sustentável. Foi criada a Comissão Nacional do Programa Cerrado Sustentável (CONACER) para acompanhar e avaliar a implementação do programa, propor medidas relacionadas ao bioma cerrado e promover a integração de políticas setoriais. A CONACER é composta por representantes de diversos órgãos governamentais e organizações não-governamentais, e é presidida pelo Secretário de Biodiversidade e Florestas do Ministério do Meio Ambiente. A participação na CONACER é considerada de relevante interesse público e não é remunerada. O decreto entrou em vigor na data de sua publicação."
82,"O Decreto nº 10.151, de 2 de dezembro de 2019, institui o Programa Ciência na Escola com o objetivo de aprimorar o ensino de Ciências na educação básica. O programa visa promover o ensino por investigação, qualificar professores, estimular o interesse dos alunos por carreiras científicas e identificar jovens talentos. Além disso, busca implementar soluções inovadoras, fortalecer a interação entre escolas e instituições de ensino superior, e popularizar a ciência. As ações principais incluem chamadas públicas para selecionar projetos e redes de ensino, a Olimpíada Nacional de Ciências e um curso de especialização a distância chamado ""Ciência é Dez!""As despesas do programa serão custeadas pelo Ministério da Educação e pelo Ministério da Ciência, Tecnologia, Inovações e Comunicações. Foi criado um Comitê Gestor, composto por representantes de vários órgãos governamentais e da sociedade civil, responsável por coordenar e monitorar o programa. A participação no comitê não é remunerada e é considerada um serviço público relevante. A Secretaria-Executiva do Comitê será exercida pela Secretaria de Políticas para Formação e Ações Estratégicas do Ministério da Ciência, Tecnologia, Inovações e Comunicações, que cuidará das tarefas administrativas e de suporte. O decreto entrou em vigor na data de sua publicação."
83,"O Decreto nº 7.642, de 13 de dezembro de 2011, estabelece o Programa Ciência sem Fronteiras com o intuito de promover a formação e capacitação de pessoas altamente qualificadas em instituições de excelência no exterior, além de atrair talentos estrangeiros para o Brasil. O programa visa fortalecer a cooperação internacional, ampliar a mobilidade de estudantes e profissionais, promover a internacionalização das instituições de ensino superior brasileiras, aumentar a competitividade das empresas e estimular o desenvolvimento científico e tecnológico. O programa oferece diversas modalidades de bolsas de estudo e é gerido por um Comitê de Acompanhamento e Assessoramento, composto por representantes de vários órgãos governamentais e entidades privadas. As atribuições e os mecanismos de execução do programa são detalhados no decreto. As despesas do programa são custeadas por dotações orçamentárias da União e por outras fontes de recursos públicos e privados. O decreto entrou em vigor na data de sua publicação."
84,"O Decreto nº 99.525, de 14 de setembro de 1990, estabelece o Programa Complementar de Assistência Médica do Serviço Exterior no Ministério das Relações Exteriores. Esse programa se destina aos integrantes do Serviço Exterior, seus dependentes e pensionistas, bem como a outros servidores em missão no exterior. O Ministério das Relações Exteriores será responsável por contratar um plano de Seguro em Grupo do Serviço Exterior, incluindo cobertura de vida e acidentes, com o pagamento das faturas diretamente à contratada. O Ministro de Estado das Relações Exteriores emitirá os atos necessários para a implementação do programa, incluindo critérios e definições. As despesas decorrentes serão cobertas por dotações orçamentárias próprias do Ministério. O decreto entra em vigor em 1º de outubro de 1990."
86,"O Decreto nº 8.869, de 5 de outubro de 2016, estabelece o Programa Criança Feliz, com o objetivo de promover o desenvolvimento integral de crianças na primeira infância, considerando sua família e contexto de vida. O programa prioriza gestantes, crianças até seis anos e suas famílias que são beneficiárias do Programa Bolsa Família, do Benefício de Prestação Continuada e crianças afastadas do convívio familiar por medidas de proteção. Suas metas incluem apoiar gestantes, colaborar com a parentalidade, mediar o acesso a políticas públicas e integrar ações de políticas voltadas para gestantes, crianças e famílias. Os principais componentes do programa incluem visitas domiciliares, capacitação de profissionais, desenvolvimento de materiais de apoio, apoio aos estados e municípios e promoção de estudos e pesquisas sobre desenvolvimento infantil. O programa será coordenado pelo Ministério do Desenvolvimento Social e Agrário, com um Comitê Gestor formado por representantes de diversos órgãos. Sua execução será descentralizada e integrada, envolvendo União, Estados, Distrito Federal e Municípios. A participação dos entes federativos ocorrerá mediante adesão ao programa, sujeita a critérios definidos pelo Ministério do Desenvolvimento Social e Agrário. O programa contará com monitoramento e avaliação, com recursos provenientes das dotações orçamentárias dos órgãos envolvidos. O Decreto entra em vigor na data de sua publicação."
87,"O Decreto nº 481, de 26 de março de 1992, estabelece o Programa de Ação Social em Saneamento (PROSEGE), sob a alçada do Ministério da Ação Social, visando melhorar a qualidade de vida da população de baixa renda por meio de ações que promovam o saneamento básico e a criação emergencial de empregos. O PROSEGE abrange a construção de obras de saneamento em áreas urbanas, com governos estaduais, companhias de saneamento, prefeituras e serviços autônomos municipais como agentes promotores. Suas fontes de financiamento incluem recursos do Banco Interamericano de Desenvolvimento (BID) e contrapartidas dos agentes promotores. A estrutura do programa inclui uma Comissão Interministerial para propor diretrizes, uma Comissão Especial para analisar e aprovar projetos e uma Unidade Executora para gerenciar sua implementação. O Decreto também prevê a criação de cargos para o gerenciamento do PROSEGE e autoriza convênios entre o Ministério da Ação Social, estados e municípios para sua execução. O Decreto entra em vigor na data de sua publicação."
88,"O Decreto nº 6.025, de 22 de janeiro de 2007, institui o Programa de Aceleração do Crescimento (PAC), que consiste em medidas para estimular o investimento privado, aumentar os investimentos públicos em infraestrutura e melhorar a qualidade do gasto público. O PAC será acompanhado e supervisionado pelo Comitê Gestor do Programa de Aceleração do Crescimento (CGPAC), composto pelos titulares da Casa Civil da Presidência da República (que o coordena), Ministério da Fazenda e Ministério do Planejamento, Orçamento e Gestão. Além disso, o Decreto estabelece o Grupo Executivo do Programa de Aceleração do Crescimento (GEPAC), vinculado ao CGPAC, para consolidar ações, estabelecer metas e acompanhar os resultados. Os membros do CGPAC e do GEPAC não serão remunerados, e ambos contarão com apoio técnico-administrativo da Casa Civil da Presidência da República. O Decreto entra em vigor na data de sua publicação."
89,"O Decreto nº 92.752, de 5 de junho de 1986, aprova o Programa de Ações Básicas para Defesa do Meio Ambiente. Este programa será coordenado pelo Ministério do Desenvolvimento Urbano e Meio Ambiente (MDU) e executado com recursos estimados em Cz$ 85.000.000,00, à conta do Tesouro Nacional. O Programa inclui o Programa Emergencial de Controle Ambiental, com metas para 1986/87, como controle da qualidade do ar, implantação de sistemas estaduais de licenciamento de atividades potencialmente poluidoras e proteção de mananciais de abastecimento público de água. Além disso, são previstos subprogramas e projetos específicos, como a implantação e complementação de estações ecológicas, estudos de impacto ambiental, sistema nacional de informações sobre o meio ambiente, entre outros. O Decreto entra em vigor na data de sua publicação."
90,"O Decreto nº 2.272, de 9 de julho de 1997, institui o Programa de Acompanhamento Gerencial de Gastos e Avaliação Institucional na Administração Pública Federal. Este programa tem como objetivo fornecer aos dirigentes públicos informações gerenciais sobre os gastos de suas unidades administrativas. Os órgãos e entidades da Administração Pública Federal integrantes do Sistema Integrado de Administração Financeira do Governo Federal (SIAFI) devem ajustar sua execução orçamentária de acordo com a Tabela de Unidades de Controle de Gastos a ser divulgada pelo Ministério da Administração Federal e Reforma do Estado. A gestão do programa será realizada pela Secretaria Federal de Controle do Ministério da Fazenda, que definirá e gerenciará as tabelas necessárias ao registro das informações requeridas pelo programa. O decreto entra em vigor na data de sua publicação."
92,"O Decreto nº 92.320, de 23 de janeiro de 1986, cria o Programa de Apoio a Organizações de Pequenos Produtores Rurais do Nordeste com o objetivo de estimular os pequenos produtores rurais a se organizarem em associações para aumentar sua produção, produtividade e renda. Define os critérios para ser considerado pequeno produtor rural e os beneficiários do programa. Estabelece a composição do Conselho de Administração do programa e as fontes de financiamento. Os recursos serão aplicados em investimentos, assistência financeira e estímulo à infraestrutura operacional das formas associativas de pequenos produtores rurais. O Superintendente da SUDENE deve emitir instruções para operacionalização do programa. O decreto entra em vigor na data de sua publicação."
93,"O Decreto nº 6.868, de 4 de junho de 2009, institui o Programa de Apoio à Pesquisa, Desenvolvimento e Inovação em Tecnologias Digitais de Informação e Comunicação (ProTIC). O programa visa incentivar, apoiar, coordenar e avaliar atividades e projetos de pesquisa, desenvolvimento e inovação, além de formação de recursos humanos, eventos técnico-científicos e programas de cooperação internacional na área de tecnologias digitais de informação e comunicação. Estabelece a criação do Comitê Gestor (CG-ProTIC), responsável por diretrizes estratégicas, critérios de análise e avaliação de resultados. O CG-ProTIC será composto por representantes de diversos órgãos e entidades governamentais e presidido, alternadamente, pelos representantes dos Ministérios da Ciência e Tecnologia, das Comunicações e do Desenvolvimento, Indústria e Comércio Exterior. As despesas do ProTIC serão financiadas por dotações orçamentárias consignadas ao Ministério da Ciência e Tecnologia, ao Fundo Nacional de Desenvolvimento Científico e Tecnológico (FNDCT) e ao Fundo para o Desenvolvimento Tecnológico das Telecomunicações (FUNTTEL), podendo receber recursos adicionais de outras instituições. O Ministério da Ciência e Tecnologia será responsável pelo apoio administrativo e técnico do CG-ProTIC e pela implementação das atividades e projetos do ProTIC. O decreto entra em vigor na data de sua publicação."
94,"O Decreto nº 6.096, de 24 de abril de 2007, institui o Programa de Apoio a Planos de Reestruturação e Expansão das Universidades Federais (REUNI). O objetivo é ampliar o acesso e a permanência na educação superior, especialmente no nível de graduação, aproveitando melhor a estrutura física e os recursos humanos das universidades federais. O programa visa elevar a taxa de conclusão média dos cursos de graduação presenciais para noventa por cento e a relação de alunos por professor para dezoito, em cinco anos. Ele estabelece diretrizes como a redução da evasão, a ampliação da mobilidade estudantil, a revisão da estrutura acadêmica, a diversificação das modalidades de graduação, o aumento das políticas de inclusão e assistência estudantil, e a articulação da graduação com a pós-graduação e com a educação básica. O Ministério da Educação destinará recursos financeiros às universidades federais para suportar as despesas decorrentes das iniciativas propostas, incluindo infraestrutura, equipamentos, custeio e pessoal. O plano de reestruturação da universidade deverá ser aprovado pelo órgão superior da instituição e o ingresso no programa pode ser solicitado a qualquer tempo, mediante proposta aprovada pelo Ministério da Educação. As despesas do programa serão cobertas pelas dotações orçamentárias do Ministério da Educação. O decreto entrou em vigor na data de sua publicação."
95,"O Decreto nº 87.120, de 23 de abril de 1982, trata do Terceiro Programa de Incentivo à Produção de Borracha Natural (PROBOR III), instituído pelo Decreto nº 85.929, de 1981. O programa será executado de acordo com as disposições estabelecidas no próprio decreto e em seu anexo. Ele define os subprogramas e suas metas, abrangendo áreas como financiamento para formação e recuperação de seringais, ampliação de pesquisa e assistência técnica, formação de mão-de-obra qualificada e infraestrutura. Os recursos para o programa provêm do Tesouro Nacional, da Superintendência da Borracha (SUDHEVEA) e de outras fontes. A política e diretrizes do programa são formuladas pelo Conselho Nacional da Borracha (CNB), e sua implementação é coordenada pela SUDHEVEA. O decreto define a composição do CNB e a destinação dos recursos para os diferentes subprogramas. Ele entrou em vigor na data de sua publicação, revogando disposições anteriores."
96,"O Decreto n° 8.281 de 1º de julho de 2014 institui o Programa de Apoio ao Desenvolvimento do Audiovisual Brasileiro (PRODAV), financiado pelo Fundo Setorial do Audiovisual. Este programa visa fomentar atividades audiovisuais no Brasil. O decreto altera disposições do Decreto n° 6.299 de 2007, definindo as taxas de remuneração para financiamentos, formas de apoio não reembolsáveis, composição do Comitê Gestor, operações financeiras e outras questões relacionadas à execução do programa. Estabelece ainda que a Agência Nacional do Cinema (Ancine) será responsável pela normatização, acompanhamento e fiscalização dos projetos audiovisuais. O texto também cria o Prêmio Brasil Audiovisual e revoga o Decreto nº 7.303 de 2010."
97,"O Decreto nº 91.179, de 1º de abril de 1985, estabelece a Estratégia de Desenvolvimento Rural para Pequenos Produtores e cria o Programa de Apoio ao Pequeno Produtor Rural no âmbito do Projeto Nordeste. O objetivo é melhorar as condições de vida da população rural do Nordeste, elevando emprego, renda e oferecendo serviços sociais básicos. A estratégia inclui programas como apoio ao produtor rural, desenvolvimento de pequenos negócios, irrigação, saúde, educação e saneamento. Será coordenada pela SUDENE, com descentralização administrativa e participação dos envolvidos. O Programa de Apoio ao Pequeno Produtor Rural visa aumentar emprego e renda através de ações integradas como acesso à terra, recursos hídricos, crédito, pesquisa, assistência técnica, comercialização e apoio às comunidades rurais. O financiamento será através de diversas fontes, incluindo o Programa de Integração Nacional e operações de crédito externo. O decreto entra em vigor na data de sua publicação."
98,"O Decreto nº 93.615, de 21 de novembro de 1986, cria o Programa de Apoio às Micro e Pequenas Empresas das Regiões Norte e Nordeste, sob a supervisão do Ministério do Interior. O programa será operado pelo Banco da Amazônia S.A. e pelo Banco do Nordeste do Brasil S.A., com diretrizes e prioridades a serem elaboradas em conjunto com a SUDAM e a SUDENE. Terá duração de cinco anos e contará com diversas fontes de recursos, incluindo o Programa de Integração Nacional, empréstimos internos e externos, dotações orçamentárias e outras fontes previstas em lei. O decreto entra em vigor na data de sua publicação e revoga disposições anteriores."
99,"O Decreto nº 3.993, de 30 de outubro de 2001, regulamenta o Programa de Arrendamento Rural para a Agricultura Familiar, criado pela Lei nº 4.504, de 30 de novembro de 1964. Este programa visa facilitar o acesso à terra para agricultores e trabalhadores rurais, permitindo parcerias e arrendamentos. Define-se que os participantes podem constituir entidades societárias, como consórcios ou condomínios, e estabelece-se o funcionamento das bolsas de arrendamento. O arrendamento pode abranger a terra nua e benfeitorias necessárias à exploração. São estabelecidos critérios para participação no programa, incluindo limites de área e condições socioeconômicas. Os imóveis arrendados não serão desapropriados para reforma agrária, desde que atendam aos requisitos de função social. O Ministério do Desenvolvimento Agrário será responsável pela implementação do programa, com o Conselho Nacional de Desenvolvimento Rural Sustentável atuando em nível estadual e municipal. O decreto entra em vigor na data de sua publicação."
100,"O Decreto nº 66.543, de 11 de maio de 1970, institui um programa de colaboração financeira para a edição de livros-texto em áreas prioritárias do Ensino Superior. O Ministério da Educação e Cultura, por meio da Comissão do Livro Técnico e do Livro Didático, executará o programa com o objetivo de reduzir o custo dos livros básicos em áreas como Saúde, Engenharia, Economia e Administração. O processo de seleção dos livros será realizado por Grupos Especiais, com critérios específicos, e as obras escolhidas deverão ser editadas preferencialmente por editoras nacionais privadas. O financiamento do programa será feito pela Comissão do Livro Técnico e do Livro Didático, com recursos especificados no Orçamento Geral da União e outras fontes. O decreto entra em vigor na data de sua publicação, revogando disposições anteriores."
101,"O Decreto nº 91.178 cria o Programa de Desenvolvimento da Região Nordeste, conhecido como Projeto Nordeste, com o objetivo de promover o desenvolvimento econômico e social da região Nordeste do Brasil, sob a jurisdição da Superintendência do Desenvolvimento do Nordeste (SUDENE). O programa terá duração de 15 anos e faz parte da nova política do Governo Federal para a região, envolvendo diretrizes gerais e estratégias específicas para o desenvolvimento rural, urbano e de diversos setores econômicos e sociais. As estratégias serão operacionalizadas através de programas prioritários, elaborados de forma articulada e com a participação de todos os segmentos sociais interessados. A execução do programa será dividida em períodos de cinco anos, com planos operativos anuaisA implementação do Projeto Nordeste será coordenada por uma Comissão Interministerial, presidida pelo Secretário-Geral do Ministério do Interior e integrada por representantes de vários ministérios e pelo Superintendente da SUDENE. Esta comissão será responsável por definir diretrizes, estratégias e supervisionar a execução dos programas. A SUDENE ficará encarregada da coordenação executiva, enquanto a administração e acompanhamento da execução serão realizados pelo Ministério do Interior, em articulação com a Secretaria de Planejamento da Presidência da República e outros órgãos federais e estaduais. Os recursos financeiros para o programa serão previstos anualmente no Orçamento do Ministério do Interior, que os repassará conforme cronogramas aprovados. O decreto entrou em vigor na data de sua publicação."
102,"O Decreto nº 95.861, de 22 de março de 1988, regulamenta o Programa de Desenvolvimento de Sistemas Unificados e Descentralizados de Saúde (SUDS), permitindo ao INAMPS firmar convênios com estados e municípios para transferir a gestão de unidades de saúde, bens e recursos financeiros. As entidades gestoras locais devem prestar contas dos recursos recebidos, e esses processos serão revisados pelo INAMPS e encaminhados ao Ministério da Previdência e ao Tribunal de Contas da União. O decreto também prevê a reestruturação organizacional do INAMPS e a reclassificação de cargos, sem gerar custos adicionais para o Tesouro Nacional sem autorização prévia."
103,"O Decreto nº 706, de 22 de dezembro de 1992, institui o Programa de Desenvolvimento do Sistema Federal de Inspeção do Trabalho, destinado a melhorar as atividades de inspeção trabalhista, como registro de empregados, seguro-desemprego e segurança do trabalho. A gratificação para estimular a fiscalização será concedida a servidores específicos do Ministério do Trabalho, baseada na produção das Delegacias Regionais do Trabalho e apurada mensalmente. O decreto entra em vigor na data de sua publicação, com efeitos financeiros retroativos a 1° de novembro de 1992."
105,"O Decreto nº 6.882, de 19 de junho de 2009, institui o Programa de Desenvolvimento Sustentável da Unidade de Produção Familiar - Pronaf Sustentável, com o objetivo de planejar, orientar, coordenar e monitorar financiamentos para agricultores familiares e assentados da reforma agrária, promovendo o uso sustentável dos recursos naturais e a diversificação produtiva. O programa, coordenado pelo Ministério do Desenvolvimento Agrário, visa melhorar a qualidade das ações de apoio ao desenvolvimento rural, aumentar a produção e a produtividade das unidades agrícolas familiares, e será apoiado por serviços de assistência técnica e extensão rural. A implementação do programa utilizará recursos orçamentários, fontes de crédito rural e outros fundos institucionais, e envolverá parcerias com diversas entidades públicas e privadas."
106,"O Decreto nº 7.867, de 19 de dezembro de 2012, aprova o Programa de Dispêndios Globais (PDG) das empresas estatais federais para 2013, determinando que estas empresas devem gerar os resultados fixados e encaminhar o detalhamento mensal do PDG ao Ministério do Planejamento. As empresas podem propor reprogramações do PDG até 31 de outubro de 2013, e o Departamento de Coordenação e Governança das Empresas Estatais está autorizado a adequar o PDG conforme alterações orçamentárias e efetuar remanejamentos de valores entre rubricas, exceto investimentos. A execução dos projetos no Orçamento de Investimento está condicionada à liberação dos recursos pelo Tesouro Nacional."
107,"O Decreto nº 94.686, de 27 de julho de 1987, institui o Programa de Emergência para Suprimento de Energia Elétrica ao Nordeste, com execução no biênio 1987-1988, antecipando obras de geração e transmissão de energia elétrica. As obras incluem a motorização de unidades geradoras e a implantação de linhas de transmissão pelas companhias CHESF e ELETRONORTE, com detalhamento e cronograma físico-financeiro aprovado pelo Ministro das Minas e Energia. O programa será prioritário e financiado por recursos do Tesouro Nacional e do Fundo Nacional de Desenvolvimento, com apoio de instituições de crédito, e inclui o reassentamento das populações afetadas pela Usina de Itaparica."
108,"O Decreto nº 10.509, de 6 de outubro de 2020, institui o Programa de Equipagem e de Modernização da Infraestrutura dos Órgãos e Entidades de Promoção e Defesa dos Direitos Humanos (Pró-DH) no Ministério da Mulher, da Família e dos Direitos Humanos, visando melhorar a capacidade operacional para promover e defender os direitos das famílias, crianças, adolescentes, mulheres, idosos, pessoas com deficiência, população negra e comunidades tradicionais. O Pró-DH busca modernizar a infraestrutura, ampliar serviços e fortalecer políticas públicas relacionadas aos direitos humanos, fornecendo bens móveis necessários por meio de doações e processos licitatórios. O programa será implementado de forma descentralizada e integrada, com participação de órgãos públicos estaduais, distritais e municipais, e contará com um sistema informatizado para monitoramento e avaliação das ações executadas."
109,"O Decreto nº 8.637, de 15 de janeiro de 2016, institui o Programa de Estímulo à Competitividade da Cadeia Produtiva, Desenvolvimento e Aprimoramento de Fornecedores do Setor de Petróleo e Gás Natural (Pedefor), visando aumentar a competitividade e inovação tecnológica no setor, ampliar a cadeia de fornecedores e promover a criação de empresas de base tecnológica. O programa incentiva fornecedores por meio de bonificações e elevação do conteúdo local, coordenado por um Comitê Diretivo que define as áreas e segmentos a serem beneficiados. A implementação é feita por um Comitê Técnico-Operativo, responsável pela execução e fiscalização dos projetos enquadrados no programa."
111,"O Decreto nº 6.495, de 30 de junho de 2008, institui o Programa de Extensão Universitária (PROEXT) no âmbito do Ministério da Educação, destinado a apoiar instituições públicas de ensino superior no desenvolvimento de projetos de extensão universitária, ampliando a interação com a sociedade. O PROEXT visa centralizar ações de extensão, melhorar a gestão das atividades acadêmicas, fomentar projetos que fortaleçam políticas públicas, estimular o desenvolvimento social dos estudantes e democratizar o conhecimento acadêmico. O Ministério da Educação prestará assistência financeira a programas e projetos selecionados por meio de editais públicos, coordenando sua implementação, monitoramento e avaliação."
112,"O Decreto nº 7.415, de 30 de dezembro de 2010, institui a Política Nacional de Formação dos Profissionais da Educação Básica e o Programa de Formação Inicial em Serviço dos Profissionais da Educação Básica dos Sistemas de Ensino Público (Profuncionário), visando organizar a formação dos profissionais da educação em colaboração entre a União, Estados, Distrito Federal e Municípios. O Profuncionário promove a formação técnica em nível médio para servidores da educação básica pública, principalmente por meio de educação a distância, em áreas como Secretaria Escolar, Alimentação Escolar, Infraestrutura Escolar, Multimeios Didáticos, Biblioteconomia e Orientação Comunitária. A implementação do programa será coordenada por um conselho gestor e realizada em regime de colaboração entre os entes federados, com apoio técnico e financeiro do Ministério da Educação."
113,"O Decreto nº 6.062, de 16 de março de 2007, institui o Programa de Fortalecimento da Capacidade Institucional para Gestão em Regulação (PRO-REG), visando melhorar o sistema regulatório, a coordenação entre instituições, a prestação de contas e a participação da sociedade civil. O PRO-REG fortalece a capacidade de formulação de políticas públicas, a autonomia e transparência das agências reguladoras e desenvolve mecanismos para controle social. O programa é coordenado por um Comitê Gestor, com apoio de um Comitê Consultivo, e é financiado por dotações orçamentárias específicas e um empréstimo do BID."
114,"O Decreto nº 5.996, de 20 de dezembro de 2006, institui o Programa de Garantia de Preços para a Agricultura Familiar (PGPAF) no âmbito do Programa Nacional de Fortalecimento da Agricultura Familiar (PRONAF), assegurando aos agricultores familiares a remuneração dos custos de produção através de um bônus de desconto. O PGPAF visa garantir que os preços de comercialização cubram os custos de produção na amortização ou liquidação dos financiamentos. A gestão do programa será conduzida por um Comitê Gestor composto por representantes de vários ministérios, com apoio técnico da CONAB e regulamentação do Conselho Monetário Nacional."
115,"O Decreto nº 137, de 27 de maio de 1991, institui o Programa de Gestão das Empresas Estatais (PGE) com o objetivo de promover a eficiência e competitividade das empresas estatais, incluindo empresas públicas, sociedades de economia mista e suas subsidiárias. O PGE será guiado por diretrizes que buscam compatibilizar a gestão das empresas com a política econômica e setorial, promovendo a modernização das estatais. A implementação e supervisão do programa serão conduzidas pelo Comitê de Controle das Empresas Estatais (CCE), que definirá diretrizes, aprovará propostas de gestão e supervisionará contratos de gestão das estatais para aumentar sua eficiência e competitividade."
116,"O Decreto nº 10.382, de 28 de maio de 2020, institui o Programa de Gestão Estratégica e Transformação do Estado (TransformaGov) para modernizar e aprimorar a administração pública federal. O programa visa identificar necessidades de inovação, definir prioridades de digitalização, propor novos modelos institucionais, estimular a eficiência, otimizar políticas públicas e promover a integração entre órgãos e entidades. A implementação do TransformaGov será coordenada pela Secretaria de Gestão do Ministério da Economia, seguindo etapas de diagnóstico, ideação, elaboração, implementação e acompanhamento, e contará com Planos de Gestão Estratégica e Transformação Institucional (PGT) específicos para cada órgão ou entidade."
117,"O Decreto nº 5.004, de 4 de março de 2004, cria o Programa de Incentivo à Implementação de Projetos de Interesse Social (PIPS) para fortalecer a política de desenvolvimento social, gerar empregos e renda. Para enquadrar um projeto no PIPS, o poder público (União, Estados, Distrito Federal e Municípios) deve encaminhá-lo ao ministério competente para aprovação. Os ministérios definirão critérios para aprovação e acompanharão a execução dos projetos. O Ministério da Fazenda organizará leilões de financiamento e estabelecerá regras para a implementação do programa, enquanto as instituições financeiras administrarão os fundos necessários para os projetos aprovados."
118,"O Decreto nº 10.702, de 18 de maio de 2021, institui o Programa de Incentivo ao Transporte Rodoviário de Cargas, denominado Programa Gigantes do Asfalto, para promover a saúde, bem-estar, desenvolvimento e profissionalização dos transportadores autônomos de cargas. O programa organiza ações e incentivos relacionados ao setor, abordando infraestrutura, regulação, serviços, e qualidade de vida. Coordenado pela Comissão Nacional de Autoridades de Transportes Terrestres (Conatt), o programa envolve articulação entre órgãos e entidades públicas e privadas para implementar medidas de modernização, desburocratização, e apoio ao setor de transporte rodoviário de cargas, promovendo um ambiente mais eficiente e seguro."
119,"O Decreto nº 9.204, de 23 de novembro de 2017, institui o Programa de Inovação Educação Conectada, que visa universalizar o acesso à internet de alta velocidade e fomentar o uso pedagógico de tecnologias digitais nas escolas públicas de educação básica. O programa busca promover a inovação e a tecnologia na educação em colaboração com entes federados, setor empresarial e sociedade civil, priorizando escolas em regiões vulneráveis. As ações incluem apoio técnico e financeiro para infraestrutura e dispositivos, formação de professores, desenvolvimento de materiais pedagógicos digitais e integração de tecnologias. A implementação e monitoramento do programa serão coordenados pelo Ministério da Educação, com apoio de um Comitê Consultivo e diversas entidades públicas e privadas."
120,"O Decreto nº 5.478, de 24 de junho de 2005, institui o Programa de Integração da Educação Profissional ao Ensino Médio na Modalidade de Educação de Jovens e Adultos (PROEJA) nas instituições federais de educação tecnológica. O PROEJA abrange cursos de formação inicial e continuada de trabalhadores e educação profissional técnica de nível médio, com percentuais mínimos de vagas definidos pelo Ministério da Educação. Os cursos devem atender a cargas horárias específicas, com parte destinada à formação geral e outra à formação profissional. As instituições responsáveis devem estruturar os cursos de acordo com as demandas locais e regionais. Concluintes receberão diplomas válidos nacionalmente, permitindo a continuação dos estudos em nível superior e a obtenção de certificados intermediários para saídas modulares. O Decreto também permite o reconhecimento de conhecimentos adquiridos fora do ambiente escolar."
121,"O Decreto nº 3.745, de 5 de fevereiro de 2001, institui o Programa de Interiorização do Trabalho em Saúde, que visa incentivar a alocação de profissionais de saúde, especialmente médicos e enfermeiros, em municípios com comprovada carência de recursos médico-sanitários. O programa tem como objetivos ampliar a cobertura do Sistema Único de Saúde (SUS), reorganizar a atenção básica de saúde, fortalecer o Programa de Saúde da Família e fixar profissionais de saúde em áreas carentes através de treinamento em serviço. O Ministério da Saúde é responsável pela coordenação e execução do programa, que será desenvolvido em parceria com estados e municípios, e contará com recursos alocados pelo Ministério da Saúde."
122,"O Decreto nº 92.344, de 29 de janeiro de 1986, institui o Programa de Irrigação do Nordeste (PROINE), destinado à área de atuação da Superintendência do Desenvolvimento do Nordeste (SUDENE). O PROINE será executado em cinco anos, sob supervisão e avaliação da Comissão Interministerial, conforme os decretos nº 91.379 e nº 91.419 de 1985, com a coordenação técnica da SUDENE. O decreto entra em vigor na data de sua publicação e revoga disposições contrárias."
